WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
OVOC6066	OVOC_OM2	15099497	15125901	1	WBGene00242875
OVOC6070	OVOC_OM2	15135997	15146226	-1	WBGene00242879
OVOC6074	OVOC_OM2	15187311	15194177	1	WBGene00242883
OVOC6076	OVOC_OM2	15203263	15208638	-1	WBGene00242885
OVOC6079	OVOC_OM2	15217298	15224098	-1	WBGene00242888
OVOC6080	OVOC_OM2	15241989	15253594	1	WBGene00242889
OVOC6081	OVOC_OM2	15262176	15265255	1	WBGene00242890
OVOC6082	OVOC_OM2	15266449	15283192	-1	WBGene00242891
OVOC6084	OVOC_OM2	15308589	15314415	1	WBGene00242893
OVOC6087	OVOC_OM2	15327445	15330924	-1	WBGene00242896
OVOC6088	OVOC_OM2	15330925	15332673	-1	WBGene00242897
OVOC6089	OVOC_OM2	15337913	15341201	1	WBGene00242898
OVOC6095	OVOC_OM2	15422832	15434368	-1	WBGene00242904
OVOC6097	OVOC_OM2	15435181	15443627	-1	WBGene00242906
OVOC6101	OVOC_OM2	15471323	15482135	1	WBGene00242910
OVOC6105	OVOC_OM2	15488867	15501827	-1	WBGene00242914
OVOC6107	OVOC_OM2	15511399	15514112	1	WBGene00242916
OVOC6111	OVOC_OM2	15522539	15526159	1	WBGene00242920
OVOC6112	OVOC_OM2	15530559	15533479	-1	WBGene00242921
OVOC6113	OVOC_OM2	15543154	15675671	1	WBGene00242922
OVOC6114	OVOC_OM2	15546200	15549833	-1	WBGene00242923
OVOC6115	OVOC_OM2	15551502	15558872	1	WBGene00242924
OVOC6117	OVOC_OM2	15567980	15570315	1	WBGene00242926
OVOC6120	OVOC_OM2	15580451	15589802	1	WBGene00242929
OVOC6123	OVOC_OM2	15591320	15599619	1	WBGene00242932
OVOC6124	OVOC_OM2	15602151	15605302	-1	WBGene00242933
OVOC6125	OVOC_OM2	15618119	15621188	-1	WBGene00242934
OVOC6127	OVOC_OM2	15643254	15652090	-1	WBGene00242936
OVOC6129	OVOC_OM2	15660380	15664085	1	WBGene00242938
OVOC6131	OVOC_OM2	15678208	15682362	-1	WBGene00242940
OVOC6133	OVOC_OM2	15702818	15705836	1	WBGene00242942
OVOC6136	OVOC_OM2	15722224	15734292	-1	WBGene00242945
OVOC6138	OVOC_OM2	15749576	15754029	1	WBGene00242947
OVOC6139	OVOC_OM2	15748946	15758022	-1	WBGene00242948
OVOC6141	OVOC_OM2	15766809	15772656	-1	WBGene00242950
OVOC6143	OVOC_OM2	15788189	15792358	1	WBGene00242952
OVOC6149	OVOC_OM2	15818733	15820481	1	WBGene00242958
OVOC6151	OVOC_OM2	15826258	15835062	1	WBGene00242960
OVOC6152	OVOC_OM2	15837918	15840545	1	WBGene00242961
OVOC6154	OVOC_OM2	15850024	15854897	-1	WBGene00242963
OVOC6155	OVOC_OM2	15858026	15860976	1	WBGene00242964
OVOC6156	OVOC_OM2	15861001	15865632	-1	WBGene00242965
OVOC6158	OVOC_OM2	15867368	15873594	1	WBGene00242967
OVOC6161	OVOC_OM2	15885748	15893531	1	WBGene00242970
OVOC6162	OVOC_OM2	15897205	15904712	1	WBGene00242971
OVOC6164	OVOC_OM2	15908586	15910601	1	WBGene00242973
OVOC6167	OVOC_OM2	15922159	15927545	1	WBGene00242976
OVOC6170	OVOC_OM2	15954059	15961555	1	WBGene00242979
OVOC6171	OVOC_OM2	15962664	15963304	-1	WBGene00242980
OVOC6172	OVOC_OM2	15966715	15970365	-1	WBGene00242981
OVOC6175	OVOC_OM2	15992078	16010171	-1	WBGene00242984
OVOC6179	OVOC_OM2	16035047	16041191	-1	WBGene00242988
OVOC6183	OVOC_OM2	16069311	16072952	1	WBGene00242992
OVOC6186	OVOC_OM2	16079273	16081590	-1	WBGene00242995
OVOC6188	OVOC_OM2	16090519	16100700	-1	WBGene00242997
OVOC6190	OVOC_OM2	16130077	16165919	-1	WBGene00242999
OVOC6191	OVOC_OM2	16172638	16175866	1	WBGene00243000
OVOC6193	OVOC_OM2	16179958	16182252	-1	WBGene00243002
OVOC6194	OVOC_OM2	16182785	16185391	-1	WBGene00243003
OVOC6195	OVOC_OM2	16185372	16204460	-1	WBGene00243004
OVOC6199	OVOC_OM2	16236301	16250817	1	WBGene00243008
OVOC6201	OVOC_OM2	16252953	16263940	-1	WBGene00243010
OVOC6203	OVOC_OM2	16277291	16281331	-1	WBGene00243012
OVOC6209	OVOC_OM2	16349624	16360975	1	WBGene00243018
OVOC6210	OVOC_OM2	16367563	16379047	1	WBGene00243019
OVOC6216	OVOC_OM2	16387509	16391432	1	WBGene00243025
OVOC6218	OVOC_OM2	16397410	16403906	1	WBGene00243027
OVOC6219	OVOC_OM2	16404447	16405660	1	WBGene00243028
OVOC6220	OVOC_OM2	16406983	16417382	-1	WBGene00243029
OVOC6222	OVOC_OM2	16419520	16422106	1	WBGene00243031
OVOC6223	OVOC_OM2	16423131	16424498	-1	WBGene00243032
OVOC6224	OVOC_OM2	16425963	16428743	-1	WBGene00243033
OVOC6227	OVOC_OM2	16439042	16443996	-1	WBGene00243036
OVOC6228	OVOC_OM2	16446291	16458701	-1	WBGene00243037
OVOC6229	OVOC_OM2	16462495	16467151	-1	WBGene00243038
OVOC6230	OVOC_OM2	16468689	16471065	1	WBGene00243039
OVOC6233	OVOC_OM2	16495173	16499700	1	WBGene00243042
OVOC6234	OVOC_OM2	16505860	16509100	1	WBGene00243043
OVOC6235	OVOC_OM2	16510510	16513441	1	WBGene00243044
OVOC6237	OVOC_OM2	16516225	16519003	1	WBGene00243046
OVOC6238	OVOC_OM2	16521622	16524083	1	WBGene00243047
OVOC6242	OVOC_OM2	16533771	16536232	1	WBGene00243051
OVOC6249	OVOC_OM2	16548763	16555403	1	WBGene00243058
OVOC6251	OVOC_OM2	16571246	16582699	1	WBGene00243060
OVOC6255	OVOC_OM2	16590523	16611536	1	WBGene00243064
OVOC6256	OVOC_OM2	16602963	16611286	-1	WBGene00243065
OVOC6268	OVOC_OM2	16652035	16656612	1	WBGene00243077
OVOC6270	OVOC_OM2	16662982	16666711	-1	WBGene00243079
OVOC6272	OVOC_OM2	16675468	16677889	1	WBGene00243081
OVOC6275	OVOC_OM2	16697557	16700640	-1	WBGene00243084
OVOC6277	OVOC_OM2	16703927	16711558	-1	WBGene00243086
OVOC6282	OVOC_OM2	16753195	16760907	1	WBGene00243091
OVOC6283	OVOC_OM2	16761561	16763422	-1	WBGene00243092
OVOC6286	OVOC_OM2	16795526	16798101	1	WBGene00243095
OVOC6289	OVOC_OM2	16803058	16811212	-1	WBGene00243098
OVOC6290	OVOC_OM2	16812189	16825133	1	WBGene00243099
OVOC6292	OVOC_OM2	16828387	16835203	1	WBGene00243101
OVOC6293	OVOC_OM2	16837039	16843289	1	WBGene00243102
OVOC6294	OVOC_OM2	16844893	16853395	1	WBGene00243103
OVOC6295	OVOC_OM2	16855227	16857041	1	WBGene00243104
OVOC6301	OVOC_OM2	16877576	16881398	1	WBGene00243110
OVOC6303	OVOC_OM2	16888899	16899101	1	WBGene00243112
OVOC6304	OVOC_OM2	16894234	16899083	-1	WBGene00243113
OVOC6307	OVOC_OM2	16909741	16911386	1	WBGene00243116
OVOC6309	OVOC_OM2	16915533	16917549	-1	WBGene00243118
OVOC6311	OVOC_OM2	16917894	16921487	1	WBGene00243120
OVOC6312	OVOC_OM2	16928533	16931852	1	WBGene00243121
OVOC6313	OVOC_OM2	16936380	16939187	1	WBGene00243122
OVOC6317	OVOC_OM2	16997990	17007419	1	WBGene00243126
OVOC6320	OVOC_OM2	17020413	17032887	-1	WBGene00243129
OVOC6323	OVOC_OM2	17032891	17039722	-1	WBGene00243132
OVOC6324	OVOC_OM2	17040586	17044277	-1	WBGene00243133
OVOC6325	OVOC_OM2	17048716	17057751	1	WBGene00243134
OVOC6326	OVOC_OM2	17057829	17059252	-1	WBGene00243135
OVOC6327	OVOC_OM2	17060655	17065210	1	WBGene00243136
OVOC6329	OVOC_OM2	17066468	17076596	-1	WBGene00243138
OVOC6330	OVOC_OM2	17077616	17080517	-1	WBGene00243139
OVOC6332	OVOC_OM2	17097933	17102995	-1	WBGene00243141
OVOC6334	OVOC_OM2	17105872	17107383	1	WBGene00243143
OVOC6336	OVOC_OM2	17109693	17115087	-1	WBGene00243145
OVOC6337	OVOC_OM2	17118252	17122198	-1	WBGene00243146
OVOC6340	OVOC_OM2	17129301	17135875	-1	WBGene00243149
OVOC6341	OVOC_OM2	17141621	17152273	-1	WBGene00243150
OVOC6342	OVOC_OM2	17167684	17173442	-1	WBGene00243151
OVOC6344	OVOC_OM2	17174207	17176909	1	WBGene00243153
OVOC6345	OVOC_OM2	17178008	17182227	-1	WBGene00243154
OVOC6349	OVOC_OM2	17201583	17233792	1	WBGene00243158
OVOC6350	OVOC_OM2	17236899	17240203	1	WBGene00243159
OVOC6351	OVOC_OM2	17241928	17255224	1	WBGene00243160
OVOC6354	OVOC_OM2	17267782	17279219	1	WBGene00243163
OVOC6356	OVOC_OM2	17284511	17289498	1	WBGene00243165
OVOC6368	OVOC_OM2	17340577	17343530	-1	WBGene00243177
OVOC6371	OVOC_OM2	17357692	17361450	-1	WBGene00243180
OVOC6372	OVOC_OM2	17365475	17368679	1	WBGene00243181
OVOC6373	OVOC_OM2	17369885	17376835	1	WBGene00243182
OVOC6381	OVOC_OM2	17406369	17410496	1	WBGene00243190
OVOC6382	OVOC_OM2	17414004	17415889	1	WBGene00243191
OVOC6383	OVOC_OM2	17416420	17423040	-1	WBGene00243192
OVOC6384	OVOC_OM2	17432650	17438935	1	WBGene00243193
OVOC6385	OVOC_OM2	17443102	17447815	-1	WBGene00243194
OVOC6387	OVOC_OM2	17454134	17458115	1	WBGene00243196
OVOC6388	OVOC_OM2	17473473	17485582	1	WBGene00243197
OVOC6391	OVOC_OM2	17493631	17498524	-1	WBGene00243200
OVOC6393	OVOC_OM2	17502381	17506840	1	WBGene00243202
OVOC6394	OVOC_OM2	17508041	17511424	1	WBGene00243203
OVOC6395	OVOC_OM2	17509592	17515131	-1	WBGene00243204
OVOC6397	OVOC_OM2	17515705	17627291	-1	WBGene00243206
OVOC6398	OVOC_OM2	17520544	17523491	-1	WBGene00243207
OVOC6399	OVOC_OM2	17523583	17533735	1	WBGene00243208
OVOC6400	OVOC_OM2	17534131	17537649	-1	WBGene00243209
OVOC6401	OVOC_OM2	17538099	17540200	-1	WBGene00243210
OVOC6402	OVOC_OM2	17540211	17542556	1	WBGene00243211
OVOC6403	OVOC_OM2	17542557	17553599	-1	WBGene00243212
OVOC6405	OVOC_OM2	17546403	17550319	1	WBGene00243214
OVOC6411	OVOC_OM2	17567508	17576619	-1	WBGene00243220
OVOC6413	OVOC_OM2	17576635	17581689	1	WBGene00243222
OVOC6415	OVOC_OM2	17583382	17586999	1	WBGene00243224
OVOC6418	OVOC_OM2	17598115	17611418	-1	WBGene00243227
OVOC6419	OVOC_OM2	17620782	17625188	1	WBGene00243228
OVOC6421	OVOC_OM2	17631162	17638208	1	WBGene00243230
OVOC6422	OVOC_OM2	17638708	17646552	-1	WBGene00243231
OVOC6423	OVOC_OM2	17648559	17655239	-1	WBGene00243232
OVOC6424	OVOC_OM2	17671153	17677750	-1	WBGene00243233
OVOC6428	OVOC_OM2	17685630	17688488	1	WBGene00243237
OVOC6429	OVOC_OM2	17702375	17710160	1	WBGene00243238
OVOC6430	OVOC_OM2	17711615	17715177	-1	WBGene00243239
OVOC6431	OVOC_OM2	17715229	17723613	-1	WBGene00243240
OVOC6432	OVOC_OM2	17723643	17728427	-1	WBGene00243241
OVOC6434	OVOC_OM2	17732602	17742356	-1	WBGene00243243
OVOC6436	OVOC_OM2	17755689	17759616	1	WBGene00243245
OVOC6438	OVOC_OM2	17765928	17774854	1	WBGene00243247
OVOC6440	OVOC_OM2	17784182	17789140	1	WBGene00243249
OVOC6443	OVOC_OM2	17795273	17803805	-1	WBGene00243252
OVOC6444	OVOC_OM2	17805474	17809529	1	WBGene00243253
OVOC6447	OVOC_OM2	17817153	17821829	1	WBGene00243256
OVOC6455	OVOC_OM2	17867264	17875536	-1	WBGene00243264
OVOC6460	OVOC_OM2	17899622	17908632	1	WBGene00243269
OVOC6461	OVOC_OM2	17911643	17915562	1	WBGene00243270
OVOC6468	OVOC_OM2	17957752	17960136	1	WBGene00243277
OVOC6469	OVOC_OM2	17963146	17967066	1	WBGene00243278
OVOC6474	OVOC_OM2	18003595	18009373	1	WBGene00243283
OVOC6475	OVOC_OM2	18013670	18017898	1	WBGene00243284
OVOC6476	OVOC_OM2	18018034	18023490	1	WBGene00243285
OVOC6477	OVOC_OM2	18025573	18027376	-1	WBGene00243286
OVOC6479	OVOC_OM2	18034003	18039657	-1	WBGene00243288
OVOC6485	OVOC_OM2	18070627	18081387	-1	WBGene00243294
OVOC6486	OVOC_OM2	18084706	18095766	1	WBGene00243295
OVOC6487	OVOC_OM2	18094351	18104939	-1	WBGene00243296
OVOC6488	OVOC_OM2	18105736	18111053	-1	WBGene00243297
OVOC6490	OVOC_OM2	18134695	18138101	-1	WBGene00243299
OVOC6491	OVOC_OM2	18143082	18148050	-1	WBGene00243300
OVOC6492	OVOC_OM2	18149590	18162625	1	WBGene00243301
OVOC6493	OVOC_OM2	18166460	18168158	1	WBGene00243302
OVOC6494	OVOC_OM2	18170317	18173468	-1	WBGene00243303
OVOC6496	OVOC_OM2	18178966	18188020	-1	WBGene00243305
OVOC6498	OVOC_OM2	18206237	18216471	1	WBGene00243307
OVOC6501	OVOC_OM2	18225847	18227235	-1	WBGene00243310
OVOC6502	OVOC_OM2	18228202	18239181	-1	WBGene00243311
OVOC6505	OVOC_OM2	18252697	18254936	-1	WBGene00243314
OVOC6508	OVOC_OM2	18269095	18272258	1	WBGene00243317
OVOC6509	OVOC_OM2	18274397	18282564	1	WBGene00243318
OVOC6510	OVOC_OM2	18269032	18290421	-1	WBGene00243319
OVOC6511	OVOC_OM2	18290639	18294597	-1	WBGene00243320
OVOC6512	OVOC_OM2	18294651	18296250	1	WBGene00243321
OVOC6513	OVOC_OM2	18297398	18301061	1	WBGene00243322
OVOC6514	OVOC_OM2	18310346	18312626	1	WBGene00243323
OVOC6515	OVOC_OM2	18316556	18322100	1	WBGene00243324
OVOC6516	OVOC_OM2	18324187	18337624	1	WBGene00243325
OVOC6518	OVOC_OM2	18346983	18351721	1	WBGene00243327
OVOC6522	OVOC_OM2	18378050	18381928	-1	WBGene00243331
OVOC6523	OVOC_OM2	18382711	18385541	-1	WBGene00243332
OVOC6539	OVOC_OM2	18509743	18512629	-1	WBGene00243348
OVOC6542	OVOC_OM2	18521254	18531406	-1	WBGene00243351
OVOC6545	OVOC_OM2	18539762	18554906	-1	WBGene00243354
OVOC6551	OVOC_OM2	18594311	18607369	1	WBGene00243360
OVOC6553	OVOC_OM2	18619652	18625069	1	WBGene00243362
OVOC6555	OVOC_OM2	18630751	18633659	1	WBGene00243364
OVOC6556	OVOC_OM2	18635127	18640755	1	WBGene00243365
OVOC6559	OVOC_OM2	18651768	18653129	1	WBGene00243368
OVOC6560	OVOC_OM2	18654362	18658208	-1	WBGene00243369
OVOC6561	OVOC_OM2	18664431	18668492	-1	WBGene00243370
OVOC6562	OVOC_OM2	18672671	18678767	1	WBGene00243371
OVOC6563	OVOC_OM2	18678940	18686056	-1	WBGene00243372
OVOC6564	OVOC_OM2	18686636	18691834	1	WBGene00243373
OVOC6565	OVOC_OM2	18704447	18709680	1	WBGene00243374
OVOC6566	OVOC_OM2	18713783	18716007	1	WBGene00243375
OVOC6568	OVOC_OM2	18730969	18735155	1	WBGene00243377
OVOC6569	OVOC_OM2	18736622	18741856	-1	WBGene00243378
OVOC6570	OVOC_OM2	18742695	18752034	-1	WBGene00243379
OVOC6572	OVOC_OM2	18756948	18760599	1	WBGene00243381
OVOC6579	OVOC_OM2	18789898	18800697	1	WBGene00243388
OVOC6585	OVOC_OM2	18817496	18818801	-1	WBGene00243394
OVOC6591	OVOC_OM2	18845298	18849916	-1	WBGene00243400
OVOC6592	OVOC_OM2	18850075	18856218	1	WBGene00243401
OVOC6593	OVOC_OM2	18856244	18865380	-1	WBGene00243402
OVOC6597	OVOC_OM2	18875592	18879747	1	WBGene00243406
OVOC6598	OVOC_OM2	18762382	18885747	1	WBGene00243407
OVOC6599	OVOC_OM2	18885991	18890144	-1	WBGene00243408
OVOC6600	OVOC_OM2	18894310	18909540	1	WBGene00243409
OVOC6602	OVOC_OM2	18909699	18916896	-1	WBGene00243411
OVOC6603	OVOC_OM2	18917543	18924006	-1	WBGene00243412
OVOC6604	OVOC_OM2	18928744	18938933	-1	WBGene00243413
OVOC6605	OVOC_OM2	18951698	18957927	1	WBGene00243414
OVOC6606	OVOC_OM2	18962446	18984073	1	WBGene00243415
OVOC6607	OVOC_OM2	18992030	19003548	1	WBGene00243416
OVOC6608	OVOC_OM2	19011744	19016441	1	WBGene00243417
OVOC6609	OVOC_OM2	19018166	19021355	-1	WBGene00243418
OVOC6610	OVOC_OM2	19021912	19024417	-1	WBGene00243419
OVOC6611	OVOC_OM2	19028760	19036175	-1	WBGene00243420
OVOC6612	OVOC_OM2	19036159	19039526	1	WBGene00243421
OVOC6614	OVOC_OM2	19040638	19043879	-1	WBGene00243423
OVOC6615	OVOC_OM2	19044740	19049637	-1	WBGene00243424
OVOC6618	OVOC_OM2	19059834	19069034	1	WBGene00243427
OVOC6619	OVOC_OM2	19068946	19075865	-1	WBGene00243428
OVOC6620	OVOC_OM2	19075991	19080820	1	WBGene00243429
OVOC6621	OVOC_OM2	19080819	19085928	1	WBGene00243430
OVOC6623	OVOC_OM2	19091180	19096715	-1	WBGene00243432
OVOC6625	OVOC_OM2	19112713	19122658	1	WBGene00243434
OVOC6626	OVOC_OM2	19115269	19123233	-1	WBGene00243435
OVOC6628	OVOC_OM2	19123445	19128520	1	WBGene00243437
OVOC6632	OVOC_OM2	19140864	19144268	1	WBGene00243441
OVOC6638	OVOC_OM2	19177497	19179972	1	WBGene00243447
OVOC6639	OVOC_OM2	19186452	19202490	1	WBGene00243448
OVOC6640	OVOC_OM2	19205316	19207640	-1	WBGene00243449
OVOC6643	OVOC_OM2	19214886	19218440	-1	WBGene00243452
OVOC6645	OVOC_OM2	19220401	19221987	-1	WBGene00243454
OVOC6646	OVOC_OM2	19223080	19229984	1	WBGene00243455
OVOC6647	OVOC_OM2	19232925	19237379	-1	WBGene00243456
OVOC6649	OVOC_OM2	19240961	19242206	-1	WBGene00243458
OVOC6650	OVOC_OM2	19244524	19255006	1	WBGene00243459
OVOC6653	OVOC_OM2	19257966	19267204	1	WBGene00243462
OVOC6657	OVOC_OM2	19289631	19295336	-1	WBGene00243466
OVOC6658	OVOC_OM2	19300557	19304486	1	WBGene00243467
OVOC6659	OVOC_OM2	19310447	19314523	1	WBGene00243468
OVOC6660	OVOC_OM2	19315504	19318428	1	WBGene00243469
OVOC6661	OVOC_OM2	19318542	19321523	1	WBGene00243470
OVOC6663	OVOC_OM2	19323042	19329816	-1	WBGene00243472
OVOC6666	OVOC_OM2	19354880	19359990	-1	WBGene00243475
OVOC6667	OVOC_OM2	19360287	19366718	-1	WBGene00243476
OVOC6669	OVOC_OM2	19372491	19374438	-1	WBGene00243478
OVOC6672	OVOC_OM2	19383541	19389443	1	WBGene00243481
OVOC6673	OVOC_OM2	19390948	19397322	1	WBGene00243482
OVOC6675	OVOC_OM2	19403597	19404724	-1	WBGene00243484
OVOC6679	OVOC_OM2	19419359	19421738	-1	WBGene00243488
OVOC6681	OVOC_OM2	19423598	19427114	1	WBGene00243490
OVOC6682	OVOC_OM2	19427850	19429848	1	WBGene00243491
OVOC6685	OVOC_OM2	19439254	19443063	-1	WBGene00243494
OVOC6686	OVOC_OM2	19445462	19448920	1	WBGene00243495
OVOC6690	OVOC_OM2	19470131	19486337	1	WBGene00243499
OVOC6694	OVOC_OM2	19491593	19496503	1	WBGene00243503
OVOC6697	OVOC_OM2	19510924	19527617	1	WBGene00243506
OVOC6699	OVOC_OM2	19546871	19555226	1	WBGene00243508
OVOC6700	OVOC_OM2	19546311	19558134	-1	WBGene00243509
OVOC6701	OVOC_OM2	19558393	19566835	-1	WBGene00243510
OVOC6702	OVOC_OM2	19568583	19575208	-1	WBGene00243511
OVOC6703	OVOC_OM2	19575209	19579517	1	WBGene00243512
OVOC6704	OVOC_OM2	19583655	19585295	1	WBGene00243513
OVOC6706	OVOC_OM2	19585492	19594527	1	WBGene00243515
OVOC6707	OVOC_OM2	19594121	19602628	1	WBGene00243516
OVOC6709	OVOC_OM2	19609448	19612894	-1	WBGene00243518
OVOC6710	OVOC_OM2	19613207	19618640	1	WBGene00243519
OVOC6711	OVOC_OM2	19617805	19629711	-1	WBGene00243520
OVOC6715	OVOC_OM2	19633157	19637829	1	WBGene00243524
OVOC6717	OVOC_OM2	19640826	19642965	-1	WBGene00243526
OVOC6719	OVOC_OM2	19650440	19659227	1	WBGene00243528
OVOC6721	OVOC_OM2	19668996	19669711	-1	WBGene00243530
OVOC6722	OVOC_OM2	19670400	19675402	-1	WBGene00243531
OVOC6723	OVOC_OM2	19676604	19677444	1	WBGene00243532
OVOC6724	OVOC_OM2	19678827	19682204	-1	WBGene00243533
OVOC6726	OVOC_OM2	19689477	19695082	-1	WBGene00243535
OVOC6731	OVOC_OM2	19714286	19729846	-1	WBGene00243540
OVOC6733	OVOC_OM2	19723597	19732757	1	WBGene00243542
OVOC6734	OVOC_OM2	19735263	19738927	1	WBGene00243543
OVOC6736	OVOC_OM2	19741563	19747950	1	WBGene00243545
OVOC6737	OVOC_OM2	19749395	19750687	1	WBGene00243546
OVOC6741	OVOC_OM2	19770982	19773987	-1	WBGene00243550
OVOC6744	OVOC_OM2	19784041	19787365	-1	WBGene00243553
OVOC6746	OVOC_OM2	19792903	19796401	-1	WBGene00243555
OVOC6748	OVOC_OM2	19807243	19813360	-1	WBGene00243557
OVOC6752	OVOC_OM2	19837504	19842403	-1	WBGene00243561
OVOC6753	OVOC_OM2	19852398	19858159	-1	WBGene00243562
OVOC6754	OVOC_OM2	19864725	19873707	1	WBGene00243563
OVOC6755	OVOC_OM2	19873683	19881885	-1	WBGene00243564
OVOC6758	OVOC_OM2	19891204	19894445	1	WBGene00243567
OVOC6762	OVOC_OM2	19896819	19913848	-1	WBGene00243571
OVOC6767	OVOC_OM2	19929751	19931442	-1	WBGene00243576
OVOC6768	OVOC_OM2	19932398	19935400	1	WBGene00243577
OVOC6769	OVOC_OM2	19936891	19945846	-1	WBGene00243578
OVOC6770	OVOC_OM2	19948437	19957252	-1	WBGene00243579
OVOC6773	OVOC_OM2	19964890	19969870	-1	WBGene00243582
OVOC6775	OVOC_OM2	19977474	19990915	-1	WBGene00243584
OVOC6778	OVOC_OM2	20003733	20011604	-1	WBGene00243587
OVOC6781	OVOC_OM2	20021236	20032940	1	WBGene00243590
OVOC6782	OVOC_OM2	20027300	20031531	-1	WBGene00243591
OVOC6783	OVOC_OM2	20032916	20038424	-1	WBGene00243592
OVOC6785	OVOC_OM2	20060415	20063434	-1	WBGene00243594
OVOC6787	OVOC_OM2	20070230	20079044	1	WBGene00243596
OVOC6788	OVOC_OM2	20076012	20078988	-1	WBGene00243597
OVOC6789	OVOC_OM2	20079277	20080684	1	WBGene00243598
OVOC6790	OVOC_OM2	20081681	20086336	-1	WBGene00243599
OVOC6795	OVOC_OM2	20096574	20122835	-1	WBGene00243604
OVOC6796	OVOC_OM2	20127654	20129621	1	WBGene00243605
OVOC6800	OVOC_OM2	20151345	20154677	-1	WBGene00243609
OVOC6801	OVOC_OM2	20155971	20163372	1	WBGene00243610
OVOC6802	OVOC_OM2	20166967	20170096	1	WBGene00243611
OVOC6804	OVOC_OM2	20172477	20175127	1	WBGene00243613
OVOC6807	OVOC_OM2	19952898	20186824	1	WBGene00243616
OVOC6808	OVOC_OM2	20188742	20194704	-1	WBGene00243617
OVOC6812	OVOC_OM2	20204749	20207887	1	WBGene00243621
OVOC6813	OVOC_OM2	20210001	20213257	1	WBGene00243622
OVOC6816	OVOC_OM2	20221823	20227020	1	WBGene00243625
OVOC6818	OVOC_OM2	20247740	20252154	-1	WBGene00243627
OVOC6819	OVOC_OM2	20252957	20259551	1	WBGene00243628
OVOC6821	OVOC_OM2	20276039	20277943	1	WBGene00243630
OVOC6823	OVOC_OM2	20286926	20294815	1	WBGene00243632
OVOC6824	OVOC_OM2	20286693	20297674	-1	WBGene00243633
OVOC6825	OVOC_OM2	20306152	20312686	1	WBGene00243634
OVOC6827	OVOC_OM2	20315567	20327985	1	WBGene00243636
OVOC6828	OVOC_OM2	20330975	20332925	-1	WBGene00243637
OVOC6831	OVOC_OM2	20355186	20369339	1	WBGene00243640
OVOC6834	OVOC_OM2	20372709	20381376	1	WBGene00243643
OVOC6836	OVOC_OM2	20385918	20392802	1	WBGene00243645
OVOC6837	OVOC_OM2	20394201	20403181	1	WBGene00243646
OVOC6843	OVOC_OM2	20418277	20422694	1	WBGene00243652
OVOC6845	OVOC_OM2	20436574	20438427	1	WBGene00243654
OVOC6847	OVOC_OM2	20450043	20455147	1	WBGene00243656
OVOC6850	OVOC_OM2	20464488	20468711	1	WBGene00243659
OVOC6851	OVOC_OM2	20469833	20486694	-1	WBGene00243660
OVOC6855	OVOC_OM2	20493602	20497019	-1	WBGene00243664
OVOC6857	OVOC_OM2	20500113	20504548	-1	WBGene00243666
OVOC6864	OVOC_OM2	20529349	20537663	-1	WBGene00243673
OVOC6866	OVOC_OM2	20537677	20541681	-1	WBGene00243675
OVOC6868	OVOC_OM2	20543512	20548297	-1	WBGene00243677
OVOC6869	OVOC_OM2	20552103	20555161	1	WBGene00243678
OVOC6870	OVOC_OM2	20555768	20559365	-1	WBGene00243679
OVOC6871	OVOC_OM2	20561021	20563772	1	WBGene00243680
OVOC6875	OVOC_OM2	20574790	20577711	1	WBGene00243684
OVOC6877	OVOC_OM2	20582909	20587802	1	WBGene00243686
OVOC6881	OVOC_OM2	20589425	20598490	-1	WBGene00243690
OVOC6882	OVOC_OM2	20603715	20609475	1	WBGene00243691
OVOC6885	OVOC_OM2	20616441	20620691	1	WBGene00243694
OVOC6886	OVOC_OM2	20622375	20627173	-1	WBGene00243695
OVOC6887	OVOC_OM2	20630764	20638383	-1	WBGene00243696
OVOC6888	OVOC_OM2	20639345	20641589	1	WBGene00243697
OVOC6889	OVOC_OM2	20642505	20655441	-1	WBGene00243698
OVOC6892	OVOC_OM2	20670721	20677059	1	WBGene00243701
OVOC6894	OVOC_OM2	20679324	20683133	1	WBGene00243703
OVOC6895	OVOC_OM2	20683348	20684549	1	WBGene00243704
OVOC6898	OVOC_OM2	20701452	20707658	-1	WBGene00243707
OVOC6899	OVOC_OM2	20708793	20717042	1	WBGene00243708
OVOC6901	OVOC_OM2	20725020	20731769	1	WBGene00243710
OVOC6902	OVOC_OM2	20737474	20742368	1	WBGene00243711
OVOC6906	OVOC_OM2	20781753	20800391	-1	WBGene00243715
OVOC6908	OVOC_OM2	20810654	20816515	-1	WBGene00243717
OVOC6909	OVOC_OM2	20817740	20823511	1	WBGene00243718
OVOC6912	OVOC_OM2	20823489	20842024	1	WBGene00243721
OVOC6913	OVOC_OM2	20846785	20855407	1	WBGene00243722
OVOC6918	OVOC_OM2	20889793	20897709	-1	WBGene00243727
OVOC6919	OVOC_OM2	20898108	20908882	1	WBGene00243728
OVOC6921	OVOC_OM2	20910085	20915390	1	WBGene00243730
OVOC6922	OVOC_OM2	20915731	20918224	-1	WBGene00243731
OVOC6923	OVOC_OM2	20928048	20930069	1	WBGene00243732
OVOC6924	OVOC_OM2	20930974	20934758	1	WBGene00243733
OVOC6925	OVOC_OM2	20935173	20944435	-1	WBGene00243734
