WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
F46B6.6	V	9783167	9786868	-1	WBGene00009771
F46B6.7	V	9786949	9789707	-1	WBGene00009772
F46B6.12	V	9774897	9775834	-1	WBGene00009776
F46C5.2	II	8828196	8829287	-1	WBGene00009779
F46C5.6	II	8840200	8844515	-1	WBGene00009781
F46C5.8	II	8811353	8812633	1	WBGene00009783
F46C5.9	II	8808636	8810729	-1	WBGene00009784
F46F3.2	V	11669348	11672594	-1	WBGene00009790
F46F6.2	X	10397243	10402573	1	WBGene00009793
F47A4.1	X	9801091	9807662	-1	WBGene00009799
F47A4.3	X	9823752	9831249	-1	WBGene00009800
F47A4.5	X	9833352	9838039	-1	WBGene00009801
F47B10.1	X	10897678	10900114	-1	WBGene00009812
F47B10.7	X	10903278	10905107	1	WBGene00009818
F47B10.8	X	10905181	10910768	-1	WBGene00009819
F47G4.3	I	14075836	14078211	1	WBGene00009824
F47G4.6	I	14059411	14060829	1	WBGene00009827
F47G9.1	V	11323965	11326964	-1	WBGene00009829
F47G9.4	V	11317214	11321786	-1	WBGene00009831
F48C5.2	X	11451617	11454195	-1	WBGene00009843
F49C5.4	II	12535760	12542569	1	WBGene00009867
F49C12.10	IV	9318153	9319286	-1	WBGene00009879
F49C12.11	IV	9319380	9320143	1	WBGene00009880
F49C12.12	IV	9320122	9321089	-1	WBGene00009881
F49C12.13	IV	9321801	9322528	1	WBGene00009882
F49E2.5	X	9543670	9560801	1	WBGene00009888
F49E11.7	IV	13053297	13055154	1	WBGene00009893
F49E12.6	II	8412671	8416857	1	WBGene00009899
F49E12.7	II	8395276	8396141	-1	WBGene00009900
F52A8.1	I	7317646	7318337	1	WBGene00009915
F52A8.5	I	7345932	7347427	-1	WBGene00009918
F52A8.6	I	7347222	7350386	1	WBGene00009919
F52B5.1	I	8296917	8307566	-1	WBGene00009920
F52B5.3	I	8318347	8323987	-1	WBGene00009922
F52B11.1	IV	14077441	14083559	1	WBGene00009924
F52B11.2	IV	14083318	14084695	1	WBGene00009925
F52B11.3	IV	14091254	14096617	1	WBGene00009926
F52D10.2	X	11589686	11591719	-1	WBGene00009930
F52F12.4	I	9901255	9902929	1	WBGene00009937
F52F12.6	I	9902943	9910545	-1	WBGene00009939
F52F12.9	I	9925978	9929032	1	WBGene00009942
F52H3.2	II	10030895	10033213	-1	WBGene00009944
F53A2.1	III	13322392	13324839	-1	WBGene00009949
F53B2.1	IV	12517110	12518128	-1	WBGene00009954
F53B6.2	I	8931035	8942287	-1	WBGene00009958
F53B6.5	I	8950448	8951053	1	WBGene00009960
F53B6.6	I	8954559	8957482	-1	WBGene00009961
F53B6.7	I	8948778	8954394	1	WBGene00009962
F53B7.2	V	10992099	10994817	1	WBGene00009965
F53B7.3	V	10999658	11000713	-1	WBGene00009966
F53C11.5	V	13787536	13796254	1	WBGene00009975
F53C11.7	V	13800976	13804282	-1	WBGene00009976
F53E4.1	V	15652438	15659079	-1	WBGene00009978
F53F1.2	V	13406816	13408265	1	WBGene00009980
F53F1.3	V	13408242	13409832	1	WBGene00009981
F53F4.3	V	13592124	13593183	1	WBGene00009987
F53F4.4	V	13593383	13598269	1	WBGene00009988
F53F4.10	V	13624625	13625567	-1	WBGene00009992
F53F4.11	V	13622107	13624525	-1	WBGene00009993
F53F4.14	V	13627573	13629831	1	WBGene00009996
F53F8.4	V	20690582	20691685	-1	WBGene00010001
F53F8.5	V	20700340	20704048	-1	WBGene00010002
F53H2.3	V	20396078	20422035	-1	WBGene00010006
F53H4.5	X	15879096	15885617	1	WBGene00010010
F53H4.6	X	15852935	15860608	-1	WBGene00010011
F53H10.2	V	10852519	10865792	-1	WBGene00010012
F54B3.3	II	10248991	10251165	1	WBGene00010015
F54B11.5	X	13594121	13596068	-1	WBGene00010028
F54C8.1	III	9439699	9440929	1	WBGene00010035
F54C8.2	III	9434057	9435100	1	WBGene00010036
F54C8.4	III	9441557	9443634	-1	WBGene00010037
F54C8.5	III	9454163	9456030	-1	WBGene00010038
F54C8.7	III	9451595	9454062	-1	WBGene00010040
F54C9.6	II	8571085	8572904	1	WBGene00010042
F54C9.9	II	8578049	8581513	1	WBGene00010044
F54C9.11	II	8583034	8585086	-1	WBGene00010045
F54D1.1	IV	11261844	11263075	1	WBGene00010046
F54D1.6	IV	11287811	11294913	1	WBGene00010047
F54D5.11	II	11540772	11542579	-1	WBGene00010054
F54D5.14	II	11578716	11582758	1	WBGene00010056
F54E4.2	X	14625452	14628916	-1	WBGene00010058
F54E4.3	X	14632092	14636472	-1	WBGene00010059
F54E12.2	IV	11333079	11337184	-1	WBGene00010061
F54F7.7	X	11867971	11869360	-1	WBGene00010067
F54F11.1	II	13504082	13506905	1	WBGene00010069
F55A11.1	V	11763140	11764382	-1	WBGene00010075
F55A11.6	V	11776838	11783422	1	WBGene00010079
F55B12.4	V	13823052	13825222	1	WBGene00010089
F55C5.1	V	12263369	12263896	-1	WBGene00010091
F55C5.4	V	12271873	12275676	1	WBGene00010093
F55C5.5	V	12270271	12271551	-1	WBGene00010094
F55C5.8	V	12288922	12291658	-1	WBGene00010097
F55C10.5	V	11383105	11384353	1	WBGene00010109
F55D12.2	I	7889310	7894864	1	WBGene00010111
F55F3.1	X	13755771	13759391	1	WBGene00010115
F55F3.3	X	13765331	13770558	-1	WBGene00010117
F55G7.2	X	11929899	11931646	-1	WBGene00010120
F55H2.2	III	9508074	9509806	1	WBGene00010130
F55H2.5	III	9511470	9513375	1	WBGene00010131
F55H12.3	I	8876319	8893051	1	WBGene00010134
F55H12.4	I	8893308	8894137	-1	WBGene00010135
F55H12.5	I	8869709	8871698	1	WBGene00010136
F56A8.1	III	13246578	13253615	1	WBGene00010138
F56A8.3	III	13256878	13262905	1	WBGene00010139
F56D5.2	IV	9396920	9398603	-1	WBGene00010147
F56F3.4	III	4468878	4470808	1	WBGene00010155
F56G4.4	I	11374620	11380127	1	WBGene00010159
F56H6.5	I	12292269	12293936	-1	WBGene00010166
F56H6.6	I	12294380	12296263	-1	WBGene00010167
F57A8.2	V	10050047	10054913	-1	WBGene00010178
F57A10.2	V	15766575	15767272	1	WBGene00010184
F57B7.1	V	11438770	11441618	1	WBGene00010191
F57B7.2	V	11441925	11443603	-1	WBGene00010192
F57C2.5	II	14526213	14528296	-1	WBGene00010197
F57C7.1	X	10569273	10575718	1	WBGene00010199
F58A4.6	III	9614425	9615332	1	WBGene00010229
F58A4.9	III	9629246	9629917	-1	WBGene00010230
F58B3.4	IV	11628757	11631850	-1	WBGene00010231
F58B3.6	IV	11636648	11638208	1	WBGene00010232
F58B3.7	IV	11638316	11640097	1	WBGene00010233
F58E10.3	V	14008768	14012218	-1	WBGene00010260
F58G1.3	II	12925981	12928341	-1	WBGene00010265
F58G1.5	II	12933854	12935362	-1	WBGene00010267
F58G6.1	IV	9644245	9647934	-1	WBGene00010272
F58G6.3	IV	9653535	9654175	1	WBGene00010274
F58G6.4	IV	9658053	9663941	1	WBGene00010275
F58G11.1	V	13661261	13664233	1	WBGene00010279
F58G11.2	V	13665397	13669292	1	WBGene00010280
F58G11.6	V	13678875	13681539	1	WBGene00010283
F58H1.1	V	11927661	11933246	-1	WBGene00010284
F59A1.13	V	17687211	17690994	-1	WBGene00010299
F59A2.2	III	3405576	3411624	1	WBGene00010302
F59A2.3	III	3396585	3397675	1	WBGene00010303
F59A2.4	III	3397743	3400644	1	WBGene00010304
F59A2.5	III	3404863	3405469	1	WBGene00010305
F59B2.5	III	8999828	9001973	-1	WBGene00010309
F59B8.1	IV	9428259	9439077	1	WBGene00010316
F59B10.3	II	10510542	10512991	1	WBGene00010319
F59C6.4	I	10518379	10519263	1	WBGene00010325
F59C6.5	I	10519360	10520761	1	WBGene00010326
F59D12.1	X	15666761	15672363	1	WBGene00010329
F59D12.2	X	15672743	15675722	-1	WBGene00010330
F59E10.3	II	10872879	10873796	1	WBGene00010333
F59F4.1	X	15834052	15838546	-1	WBGene00010336
F59F4.2	X	15841572	15842379	1	WBGene00010337
F59F4.3	X	15842356	15847593	-1	WBGene00010338
F59F4.4	X	15849885	15851771	1	WBGene00010339
H01G02.1	IV	11803273	11804152	-1	WBGene00010348
H01G02.2	IV	11798667	11801088	-1	WBGene00010349
H01G02.3	IV	11783941	11792593	-1	WBGene00010350
H03A11.1	X	15209289	15213259	-1	WBGene00010356
H03A11.2	X	15225869	15230645	-1	WBGene00010357
H04D03.3	III	10443090	10445136	1	WBGene00010364
H05L14.1	I	7972473	7977078	-1	WBGene00010366
H06O01.2	I	7009139	7015212	-1	WBGene00010369
H06O01.3	I	7005443	7009190	1	WBGene00010370
H09F14.1	V	10612926	10615511	-1	WBGene00010375
H12D21.9	V	14901567	14909478	-1	WBGene00010385
H12D21.10	V	14899791	14911929	1	WBGene00010386
H13N06.4	X	15497555	15500279	1	WBGene00010397
H19N07.1	V	11110063	11113103	-1	WBGene00010405
H19N07.2	V	11113914	11118818	1	WBGene00010406
H19N07.4	V	11119813	11122579	-1	WBGene00010408
H25P06.1	I	11311516	11323110	-1	WBGene00010416
H27A22.1	V	10602458	10605568	1	WBGene00010418
H28O16.1	I	12652277	12654646	1	WBGene00010419
H28O16.2	I	12647376	12652087	-1	WBGene00010420
H37A05.1	V	13650262	13654129	-1	WBGene00010425
H37N21.1	I	7140278	7147230	-1	WBGene00010427
H38K22.2	III	4313927	4317608	1	WBGene00010428
JC8.2	IV	13232943	13236585	-1	WBGene00010435
JC8.4	IV	13243673	13244296	1	WBGene00010436
JC8.7	IV	13247261	13250699	1	WBGene00010439
K01A6.2	IV	11715039	11729276	1	WBGene00010444
K01A6.6	IV	11735325	11742305	1	WBGene00010448
K01A11.1	III	3428080	3431366	-1	WBGene00010449
K01A11.2	III	3425736	3428094	1	WBGene00010450
K01B6.1	III	9281785	9296668	1	WBGene00010453
K01B6.3	III	9300219	9303928	1	WBGene00010454
K01C8.6	II	8277531	8278515	-1	WBGene00010458
K01C8.7	II	8276298	8277611	1	WBGene00010459
K01D12.6	V	12398759	12400859	-1	WBGene00010465
K01G5.1	III	10755624	10757640	-1	WBGene00010476
K01G5.5	III	10748429	10750080	1	WBGene00010478
K01G5.8	III	10740280	10740772	-1	WBGene00010479
K01G5.10	III	10757641	10758522	-1	WBGene00010481
K01H12.1	IV	9707148	9707764	1	WBGene00010484
K01H12.2	IV	9708170	9709305	-1	WBGene00010485
K02A11.3	I	9745967	9747923	-1	WBGene00010488
K02B7.3	II	14694192	14695299	-1	WBGene00010491
K02B12.3	I	8509041	8511412	-1	WBGene00010496
K02B12.4	I	8513919	8517535	1	WBGene00010497
K02B12.5	I	8517481	8526621	-1	WBGene00010498
K02B12.7	I	8526758	8529271	-1	WBGene00010500
K02C4.3	II	8080789	8086849	-1	WBGene00010502
K02E11.1	V	14232281	14236076	-1	WBGene00010510
K03A11.2	X	13067279	13068239	-1	WBGene00010520
K03A11.4	X	13078172	13082045	1	WBGene00010521
K03A11.5	X	13064168	13066936	1	WBGene00010522
K03B8.4	V	11394786	11395124	-1	WBGene00010523
K03B8.6	V	11407523	11409543	1	WBGene00010524
K03D10.3	I	14118753	14127199	1	WBGene00010537
K03H1.11	III	9950381	9951964	-1	WBGene00010546
K04D7.1	IV	10176680	10178099	1	WBGene00010556
K04D7.2	IV	10177968	10180304	1	WBGene00010557
K04G2.1	I	8026606	8028752	-1	WBGene00010560
K04G2.3	I	8032863	8035696	-1	WBGene00010562
K04G2.6	I	8040799	8043277	1	WBGene00010565
K04G2.9	I	8055459	8057029	-1	WBGene00010567
K04G11.4	X	14350140	14352366	1	WBGene00010572
K04H4.2	III	9347714	9355480	-1	WBGene00010573
K05C4.2	I	14720588	14721979	-1	WBGene00010579
K05C4.5	I	14742765	14747789	1	WBGene00010582
K05C4.11	I	14721763	14724739	-1	WBGene00010587
K06A4.3	V	9497042	9499372	1	WBGene00010593
K06A4.4	V	9501401	9504580	1	WBGene00010594
K07A1.2	I	9585317	9587206	1	WBGene00010609
K07A1.3	I	9587169	9588132	-1	WBGene00010610
K07A1.5	I	9590506	9591821	1	WBGene00010612
K07A1.7	I	9595276	9598363	-1	WBGene00010614
K07A1.9	I	9611815	9615082	-1	WBGene00010615
K07A1.10	I	9615195	9616474	-1	WBGene00010616
K07A12.1	I	8666595	8669792	1	WBGene00010620
K07A12.2	I	8676666	8681325	-1	WBGene00010621
K07A12.4	I	8687634	8690937	-1	WBGene00010622
K07A12.7	I	8691039	8692622	-1	WBGene00010624
K07C5.4	V	10350471	10352978	-1	WBGene00010627
K07C5.6	V	10353584	10355837	-1	WBGene00010629
K07C5.8	V	10362261	10366014	1	WBGene00010631
K07F5.7	IV	9847724	9848175	-1	WBGene00010635
K07F5.8	IV	9848491	9849796	-1	WBGene00010636
K07F5.12	IV	9856012	9858067	1	WBGene00010637
K07F5.15	IV	9865078	9866163	1	WBGene00010639
K07F5.16	IV	9864179	9864954	1	WBGene00010640
K07G5.1	I	7152463	7156868	-1	WBGene00010641
K07G5.3	I	7161016	7166518	1	WBGene00010642
K07G5.5	I	7169997	7172189	1	WBGene00010644
K07G5.6	I	7149937	7151887	-1	WBGene00010645
K08E3.3	III	13755896	13759434	1	WBGene00010663
K08E3.4	III	13759444	13762069	-1	WBGene00010664
K08E3.5	III	13764030	13768092	-1	WBGene00010665
K08E7.1	IV	12563775	12566111	-1	WBGene00010671
K08E7.8	IV	12585192	12586216	-1	WBGene00010675
K08F4.1	IV	10122120	10126675	-1	WBGene00010676
K08F4.2	IV	10126749	10128956	-1	WBGene00010677
K08F4.3	IV	10129257	10130244	1	WBGene00010678
K08F8.5	II	8767185	8769307	1	WBGene00010682
K08F9.2	V	15134188	15136801	-1	WBGene00010685
K08H2.9	X	13228669	13232328	-1	WBGene00010694
K08H10.6	V	9993732	9995883	-1	WBGene00010698
K08H10.9	V	9991812	9992792	1	WBGene00010699
K09A9.1	X	15607969	15610631	1	WBGene00010700
K09A9.3	X	15601067	15603763	1	WBGene00010701
K09A9.4	X	15591368	15595387	1	WBGene00010702
K09A9.6	X	15577470	15586803	1	WBGene00010703
K09B11.2	IV	13422500	13429379	1	WBGene00010709
K09B11.9	IV	13445819	13454954	-1	WBGene00010713
K09B11.10	IV	13434188	13445375	-1	WBGene00010714
K09C8.4	X	10966551	10969898	1	WBGene00010716
K09E4.2	II	14127687	14132833	-1	WBGene00010720
K09E4.3	II	14123945	14126941	-1	WBGene00010721
K09E9.1	X	15620489	15626629	1	WBGene00010724
K09E9.2	X	15613805	15616519	-1	WBGene00010725
K09G1.1	V	9583545	9590523	1	WBGene00010727
K10C3.2	I	9850020	9851791	-1	WBGene00010730
K10C3.4	I	9853658	9863492	1	WBGene00010731
K10C3.5	I	9863588	9869055	1	WBGene00010732
K10C8.3	V	12697794	12704273	1	WBGene00010736
K10D6.1	V	11191283	11193638	1	WBGene00010741
K10D6.2	V	11193733	11196010	-1	WBGene00010742
K10D6.4	V	11201905	11216774	1	WBGene00010744
K10G9.1	III	10295137	10298687	1	WBGene00010755
K10G9.2	III	10285923	10288621	1	WBGene00010756
K10G9.3	III	10279127	10281476	1	WBGene00010757
K10H10.1	II	14489802	14492901	1	WBGene00010758
K10H10.7	II	14507092	14507663	-1	WBGene00010763
K11B4.1	I	14794899	14797166	1	WBGene00010766
K11D2.1	I	12497467	12505010	1	WBGene00010768
K11D2.5	I	12513516	12518694	1	WBGene00010771
K11E4.4	X	13727298	13734404	1	WBGene00010776
K11H3.3	III	9851854	9854102	1	WBGene00010780
K11H3.7	III	9860730	9863302	1	WBGene00010784
K12D12.1	II	11875145	11880588	1	WBGene00010785
K12G11.6	V	11894331	11895808	1	WBGene00010792
LLC1.3	IV	14464517	14469136	1	WBGene00010794
M01A8.2	III	9260191	9269062	-1	WBGene00010796
M01B2.10	V	15260890	15262244	-1	WBGene00010803
M01E5.2	I	13277061	13280175	-1	WBGene00010805
M01E5.3	I	13280892	13286497	-1	WBGene00010806
M01E5.4	I	13287551	13289542	-1	WBGene00010807
M01F1.3	III	3503710	3505355	-1	WBGene00010809
M01F1.4	III	3505649	3510033	-1	WBGene00010810
M01F1.5	III	3510964	3519607	-1	WBGene00010811
M01F1.6	III	3510237	3511011	1	WBGene00010812
M01F1.7	III	3521133	3529838	-1	WBGene00010813
M01F1.9	III	3493811	3499057	-1	WBGene00010815
M02B1.3	IV	12836510	12840674	1	WBGene00010828
M03B6.2	X	13852906	13857324	1	WBGene00010834
M03C11.1	III	10393389	10396081	-1	WBGene00010838
M03C11.2	III	10399174	10405240	-1	WBGene00010839
M03C11.5	III	10416069	10421785	1	WBGene00010842
M03C11.7	III	10424112	10427982	-1	WBGene00010844
M03C11.8	III	10428334	10435988	-1	WBGene00010845
M04B2.4	IV	11518422	11521031	-1	WBGene00010847
M04C9.1	I	9350274	9352700	-1	WBGene00010856
M04C9.2	I	9344724	9349558	-1	WBGene00010857
M04C9.3	I	9352882	9354541	-1	WBGene00010858
M04G12.1	V	13370083	13380262	-1	WBGene00010867
M04G12.4	V	13386065	13391393	-1	WBGene00010868
M05B5.4	I	7188465	7190581	1	WBGene00010872
M05B5.6	I	7183053	7185709	1	WBGene00010873
M05D6.1	II	8473819	8475568	-1	WBGene00010874
M05D6.2	II	8468109	8470162	1	WBGene00010875
M05D6.3	II	8475772	8477943	1	WBGene00010876
M05D6.9	II	8494271	8495713	1	WBGene00010881
M7.5	IV	11078677	11081055	-1	WBGene00010882
M7.7	IV	11089797	11091856	1	WBGene00010883
M18.2	IV	12110586	12111577	-1	WBGene00010888
M18.3	IV	12105858	12108388	1	WBGene00010889
M18.5	IV	12114810	12121183	-1	WBGene00010890
M18.6	IV	12121266	12122881	1	WBGene00010891
M18.8	IV	12124952	12126785	1	WBGene00010892
M28.1	II	10622265	10625943	1	WBGene00010893
M28.5	II	10658027	10658626	-1	WBGene00010896
M28.6	II	10652353	10657841	-1	WBGene00010897
M28.7	II	10648938	10652256	-1	WBGene00010898
M79.2	X	10626518	10628807	-1	WBGene00010902
M88.2	III	4541326	4542452	-1	WBGene00010905
M88.5	III	4553618	4560350	1	WBGene00010908
M88.7	III	4542881	4546025	1	WBGene00010909
M106.3	II	10857473	10860909	-1	WBGene00010911
M106.4	II	10863682	10868714	-1	WBGene00010912
M110.3	II	8214575	8216616	-1	WBGene00010913
M142.5	III	10931208	10932226	1	WBGene00010922
M142.6	III	10936246	10946834	1	WBGene00010923
M162.5	V	19761051	19766763	1	WBGene00010931
M176.2	II	9414559	9416431	-1	WBGene00010941
M176.3	II	9417013	9418316	1	WBGene00010942
M176.4	II	9420178	9422196	1	WBGene00010943
M176.11	II	9422269	9423296	1	WBGene00010947
R01E6.5	X	13537051	13538042	1	WBGene00010969
R01E6.6	X	13552549	13556166	-1	WBGene00010970
R01H10.6	III	10258856	10261679	-1	WBGene00010974
R01H10.7	III	10261799	10267381	-1	WBGene00010975
R02D5.3	V	14483160	14484346	1	WBGene00010977
R03A10.4	X	15441731	15443641	1	WBGene00010984
R03D7.4	II	10943390	10945660	-1	WBGene00010990
R03D7.5	II	10947610	10949184	1	WBGene00010991
R03D7.8	II	10953594	10956878	-1	WBGene00010992
R03E1.2	X	14163099	14164506	-1	WBGene00010993
R03E1.3	X	14158870	14161734	-1	WBGene00010994
R03G8.1	X	13084573	13087646	1	WBGene00010996
R03G8.3	X	13091131	13094424	1	WBGene00010998
R04F11.2	V	12318385	12320229	1	WBGene00011015
R04F11.5	V	12317278	12318019	-1	WBGene00011017
R05A10.1	IV	14182377	14192674	1	WBGene00011018
R05D7.3	I	12168238	12177782	-1	WBGene00011028
R05D7.4	I	12181046	12183297	-1	WBGene00011029
R05D7.5	I	12183688	12189007	1	WBGene00011030
R05D11.4	I	8598658	8600923	1	WBGene00011032
R05D11.5	I	8592092	8592926	1	WBGene00011033
R05D11.6	I	8596333	8598552	1	WBGene00011034
R05D11.7	I	8601339	8602034	1	WBGene00011035
R05D11.8	I	8602125	8605165	1	WBGene00011036
R05D11.9	I	8593027	8596225	1	WBGene00011037
R05H5.4	II	10198309	10199768	-1	WBGene00011039
R05H10.2	II	14857259	14866636	1	WBGene00011043
R05H10.5	II	14866716	14869577	1	WBGene00011045
R06A4.8	II	14350719	14358113	-1	WBGene00011050
R06A4.9	II	14358366	14361701	1	WBGene00011051
R06C1.2	I	11917834	11923915	-1	WBGene00011058
R06C1.4	I	11930704	11931757	1	WBGene00011059
R06C7.4	I	7244937	7246295	1	WBGene00011063
R06C7.5	I	7246849	7248741	-1	WBGene00011064
R06F6.2	II	10788106	10793493	-1	WBGene00011067
R06F6.6	II	10805739	10808523	1	WBGene00011069
R06F6.8	II	10812949	10819978	-1	WBGene00011071
R07B1.3	X	9858339	9861735	1	WBGene00011076
R07B1.9	X	9877417	9881501	1	WBGene00011081
R07B1.12	X	9872884	9882212	-1	WBGene00011083
R07B7.11	V	12087234	12088931	1	WBGene00011095
R07B7.13	V	12092006	12093862	1	WBGene00011097
R07B7.14	V	12096234	12097845	1	WBGene00011098
R07B7.15	V	12094374	12095947	1	WBGene00011099
R07B7.16	V	12098149	12100111	1	WBGene00011100
R07D5.2	X	15109951	15116618	-1	WBGene00011101
R07E3.3	X	10333861	10338200	-1	WBGene00011104
R07E5.1	III	4408551	4412149	1	WBGene00011109
R07E5.2	III	4407444	4408437	1	WBGene00011110
R07E5.3	III	4404786	4406285	1	WBGene00011111
R07E5.4	III	4394796	4396617	1	WBGene00011112
R07E5.10	III	4415520	4418058	-1	WBGene00011116
R07E5.13	III	4413457	4414748	1	WBGene00011119
R07H5.2	IV	11179645	11183001	1	WBGene00011122
R07H5.3	IV	11184243	11186000	1	WBGene00011123
R08A2.2	V	14714207	14715720	-1	WBGene00011133
R08A2.3	V	14711313	14711736	1	WBGene00011134
R08B4.3	X	11118959	11121005	-1	WBGene00011139
R08D7.1	III	8966022	8967727	-1	WBGene00011142
R08D7.2	III	8967917	8969658	1	WBGene00011143
R08D7.4	III	8971892	8973672	1	WBGene00011144
R08D7.5	III	8974126	8975061	1	WBGene00011145
R08D7.6	III	8975070	8981897	-1	WBGene00011146
R09B3.2	I	11909366	11910104	-1	WBGene00011155
R09B3.3	I	11910328	11911021	-1	WBGene00011156
R09D1.12	II	9450028	9452263	-1	WBGene00011168
R09D1.13	II	9443827	9445468	-1	WBGene00011169
R09H10.6	IV	10608575	10609744	1	WBGene00011183
R10D12.1	V	13932575	13934645	-1	WBGene00011185
R10D12.9	V	13954277	13956176	1	WBGene00011190
R10D12.12	V	13961265	13961977	-1	WBGene00011193
R10D12.13	V	13962417	13963840	1	WBGene00011194
R10D12.14	V	13963734	13965797	1	WBGene00011195
R10E4.5	III	4291543	4293413	-1	WBGene00011201
R10E11.3	III	9776532	9778850	1	WBGene00011216
R10E11.6	III	9783325	9786038	1	WBGene00011218
R10E12.2	III	9963121	9973865	-1	WBGene00011221
R10H10.4	IV	10394591	10394958	-1	WBGene00011223
R10H10.6	IV	10408703	10409477	-1	WBGene00011224
R10H10.7	IV	10409985	10413928	-1	WBGene00011225
R11A5.4	I	7866136	7872080	1	WBGene00011232
R11A5.7	I	7872057	7875554	-1	WBGene00011235
R11A8.2	IV	10358141	10360219	1	WBGene00011237
R11A8.5	IV	10366333	10367790	-1	WBGene00011239
R11A8.7	IV	10374905	10387318	1	WBGene00011240
R11A8.8	IV	10372638	10373821	-1	WBGene00011241
R11D1.1	V	12704382	12707761	1	WBGene00011242
R11D1.9	V	12728631	12729416	1	WBGene00011247
R11H6.2	V	14597939	14600092	1	WBGene00011250
R11H6.5	V	14610734	14612222	-1	WBGene00011253
R13G10.4	III	3826378	3829205	-1	WBGene00011260
R13H4.1	V	11831203	11843625	-1	WBGene00011261
R13H4.3	V	11833629	11835708	1	WBGene00011262
R13H4.5	V	11860675	11862289	1	WBGene00011263
R17.2	III	10840023	10845020	-1	WBGene00011268
R17.3	III	10832936	10839451	1	WBGene00011269
R31.2	V	11917564	11924654	1	WBGene00011270
R53.1	II	9944026	9947121	1	WBGene00011271
R53.2	II	9962966	9967132	-1	WBGene00011272
R53.4	II	9967277	9968049	-1	WBGene00011273
R53.6	II	9968659	9969631	1	WBGene00011275
R53.7	II	9971035	9975125	-1	WBGene00011276
R74.5	III	4197285	4202289	1	WBGene00011279
R74.6	III	4202253	4204269	-1	WBGene00011280
R74.7	III	4204429	4205814	1	WBGene00011281
R90.1	V	12891523	12895872	-1	WBGene00011283
R107.2	III	9043886	9045938	-1	WBGene00011298
R166.2	II	10534332	10537671	-1	WBGene00011302
R166.3	II	10537799	10539332	-1	WBGene00011303
R166.5	II	10542428	10555044	-1	WBGene00011304
R186.1	V	12961474	12963336	-1	WBGene00011305
R186.3	V	12966000	12967210	-1	WBGene00011306
R186.6	V	12955203	12961149	-1	WBGene00011307
R186.7	V	12971110	12973282	1	WBGene00011308
R186.8	V	12967309	12967982	-1	WBGene00011309
T01B7.5	II	8716834	8721691	1	WBGene00011311
T01C1.2	X	10719554	10722054	-1	WBGene00011315
T01C3.1	V	14987556	14991024	-1	WBGene00011318
T01D3.1	V	13689892	13703330	1	WBGene00011326
T01D3.3	V	13704929	13711085	1	WBGene00011328
T01D3.5	V	13712854	13716624	-1	WBGene00011329
T01E8.1	II	10206715	10209391	1	WBGene00011331
T01G1.2	IV	11354412	11355403	1	WBGene00011337
T01G9.2	I	8275611	8288124	-1	WBGene00011344
T01G9.3	I	8281969	8284460	1	WBGene00011345
T01H3.3	II	7870881	7873893	-1	WBGene00011349
T01H8.1	I	8573855	8580157	-1	WBGene00011352
T01H8.2	I	8571557	8573749	-1	WBGene00011353
T01H10.8	X	12128144	12141151	-1	WBGene00011361
T02C12.2	III	4020037	4021867	1	WBGene00011367
T02C12.3	III	4022166	4025658	1	WBGene00011368
T02E9.3	V	11362453	11366221	-1	WBGene00011382
T03D8.2	V	20838080	20838768	1	WBGene00011391
T03D8.3	V	20827715	20828939	-1	WBGene00011392
T03D8.6	V	20816576	20820330	-1	WBGene00011393
T03F6.1	III	13393910	13394979	1	WBGene00011398
T03F7.7	V	11311456	11313445	1	WBGene00011404
T04A8.6	III	4692098	4693303	-1	WBGene00011408
T04A8.7	III	4695361	4698010	1	WBGene00011409
T04A8.10	III	4699407	4700224	-1	WBGene00011411
T04A8.11	III	4704404	4705404	1	WBGene00011412
T04A8.15	III	4712572	4715188	-1	WBGene00011415
T04B2.3	IV	10047408	10050554	1	WBGene00011422
T04D3.3	I	13310915	13318704	-1	WBGene00011433
T04F3.2	V	11757668	11758598	1	WBGene00011437
T04F3.3	V	11758935	11760570	1	WBGene00011438
T04F8.1	X	11659510	11661660	-1	WBGene00011440
T04F8.2	X	11653570	11656569	-1	WBGene00011441
T04F8.4	X	11648358	11650918	-1	WBGene00011443
T04F8.6	X	11667127	11672309	1	WBGene00011444
T04H1.2	V	12241962	12245059	-1	WBGene00011449
T04H1.5	V	12251341	12252407	1	WBGene00011451
T05A10.5	X	10789628	10792535	-1	WBGene00011462
T05C12.1	II	8173680	8174866	1	WBGene00011466
T05D4.1	III	13563346	13564990	-1	WBGene00011474
T05E11.3	IV	11119298	11123155	1	WBGene00011480
T05E11.5	IV	11116732	11118887	-1	WBGene00011481
T05E11.6	IV	11108494	11110017	-1	WBGene00011482
T05E12.3	V	17076874	17077989	-1	WBGene00011486
T05F1.1	I	9620233	9622370	1	WBGene00011488
T05G5.5	III	9749584	9751432	-1	WBGene00011500
T05G5.8	III	9753672	9757514	-1	WBGene00011502
T05H10.1	II	8042589	8047452	1	WBGene00011507
T05H10.3	II	8049049	8050564	-1	WBGene00011508
T05H10.6	II	8066111	8068184	1	WBGene00011510
T05H10.7	II	8067990	8073372	-1	WBGene00011511
T06C12.10	V	15886719	15888851	-1	WBGene00011517
